CustomerID,Revenue,Quantity,NumPurchases,Cluster
1162,4478.814452259586,50,20,2
1163,6251.41806614561,63,25,1
1164,7480.884633940652,85,31,0
1165,8169.235119543954,86,32,0
1166,8384.206793717782,75,30,0
1167,8699.181084151513,80,29,0
1168,7068.014355379682,62,27,3
1169,4711.936641598203,47,18,2
1170,9105.24414768934,79,30,0
1171,6941.297647715291,66,26,3
1172,5908.420841390323,60,23,1
1173,4852.729940350725,53,22,1
1174,6622.97091267299,69,29,3
1175,7262.130435454091,64,26,3
1176,6646.078834632036,67,26,3
1177,4020.1264396130387,40,16,2
1178,8193.785002914214,81,33,0
1179,7449.279830412303,67,28,3
1180,4558.726080449626,51,18,2
1181,5119.7179452563105,45,23,1
1182,8247.138769559102,73,30,3
1183,5295.472281529304,45,18,2
1184,5717.991225788324,58,23,1
1185,6101.487348650694,68,28,3
1186,5642.854771023085,70,30,3
1187,4580.699762714106,57,23,1
1188,4871.755458092633,54,23,1
1189,4090.174344188478,43,19,2
1190,7435.219800036979,72,27,3
1191,5047.730158812034,52,20,2
1192,5247.272524052536,44,20,2
1193,5854.861819359686,59,26,1
1194,4459.49928730638,48,22,2
1195,6943.492629867199,76,26,3
1196,5169.223506792838,46,17,2
1197,7037.233333982396,65,27,3
1198,4628.4867982666565,50,23,1
1199,3801.9727923876603,47,20,2
1200,5462.672503541218,71,24,1
1201,6987.767102465758,79,28,3
1202,4583.452666063253,50,24,1
1203,6073.217942985398,64,25,1
1204,7635.481453084091,73,28,3
1205,5808.037395060529,59,23,1
1206,7039.181300966817,68,32,3
1207,8304.917523983968,72,31,0
1208,4314.7975653197545,53,22,2
1209,8108.794657117515,78,33,0
1210,4706.338342974499,48,19,2
1211,8127.773724660866,70,29,3
1212,3487.956816887904,29,13,2
1213,9182.123339012518,85,34,0
1214,5291.630390430896,58,24,1
1215,6701.872341583774,65,24,3
1216,9237.974388267212,90,34,0
1217,4616.05759621599,46,19,2
1218,7171.296036053354,62,23,1
1219,6641.027856137673,64,27,3
1220,8553.016095886003,74,33,0
1221,5080.614924779263,56,22,1
1222,6236.981427533684,65,30,3
1223,5222.551788894753,49,22,1
1224,6286.764208209679,65,27,3
1225,6718.8079085166,73,30,3
1226,6180.4134403159305,60,25,1
1227,8656.267148369385,100,37,0
1228,5041.988798242617,57,25,1
1229,9054.730351918315,78,32,0
1230,8104.517173346293,69,29,3
1231,5635.888786742028,59,24,1
1232,6323.329750234817,55,25,1
1233,7334.331242779882,77,29,3
1234,6323.152956570384,70,27,3
1235,6264.7431921343195,58,21,1
1236,6150.681585844257,65,25,1
1237,6720.350272863824,56,23,1
1238,7433.392419500437,68,27,3
1239,6837.974902710699,75,33,3
1240,6116.358439689727,50,21,1
1241,7599.746283959279,74,27,3
1242,5988.057189632604,56,24,1
1243,6290.97319634868,66,28,3
1244,8954.072558550497,80,34,0
1245,8682.58197135012,79,32,0
1246,6790.733060313211,78,33,3
1247,6283.498371402431,49,22,1
1248,7770.192160618833,66,25,3
1249,6960.234222011285,72,25,3
1250,6565.434095699548,51,21,1
1251,3768.005882803513,34,13,2
1252,7010.292554999026,63,25,3
1253,8651.082940637907,79,27,0
1254,5312.774095876452,55,25,1
1255,7957.761026889654,76,28,3
1256,7494.60611342543,80,32,0
1257,5160.361476863127,52,27,1
1258,6771.112182169439,83,35,0
1259,6139.355824245396,64,26,3
1260,7686.614972008228,70,29,3
1261,6619.764940717876,62,26,3
1262,4400.601973202189,47,21,2
1263,5353.223252999193,48,17,2
1264,9778.52427928949,77,30,0
1265,5457.643282606861,49,23,1
1266,5626.283248293908,58,25,1
1267,6596.204092718628,52,20,1
1268,7623.197078792846,63,24,3
1269,5380.885701187922,63,30,3
1270,6740.903842788876,74,31,3
1271,7565.154779321858,74,28,3
1272,7438.684827036428,75,29,3
1273,3798.2887166473765,37,16,2
1274,4698.689413722251,49,21,2
1275,6236.30526792813,58,25,1
1276,9640.617264714705,79,28,0
1277,9720.615186133131,79,34,0
1278,6572.4473835320505,64,23,1
1279,6039.443630585674,57,23,1
1280,5755.89799421811,52,20,1
1281,7126.469887978574,59,24,1
1282,6603.3303727028515,69,26,3
1283,7683.700291587485,76,28,3
1284,7741.411603308386,72,30,3
1285,4392.804243767719,51,18,2
1286,4094.8080268599924,38,17,2
1287,6364.506040772426,72,29,3
1288,3797.380688469215,40,17,2
1289,7267.785322355089,68,26,3
1290,7772.280163193549,69,27,3
1291,6107.43331412212,60,22,1
1292,7868.6900259950025,75,28,3
1293,7395.689029850202,73,28,3
1294,5354.084795881017,52,19,2
1295,6659.120701720286,62,24,1
1296,6442.696265027291,53,18,1
1297,4456.411111558985,39,15,2
1298,4429.7866681428095,46,19,2
1299,4989.25277590588,61,25,1
1300,4562.684959195409,54,24,1
1301,8340.919827428079,78,32,0
1302,6899.816192460429,58,22,1
1303,9559.318419911993,89,38,0
1304,6235.606611060794,63,24,1
1305,5869.189800978201,49,21,1
1306,5419.222694752414,57,25,1
1307,8623.783792639984,77,30,0
1308,6755.474309222417,59,23,1
1309,4921.83619498277,49,22,1
1310,8236.920345684699,65,25,3
1311,5386.003608178398,46,20,2
1312,4585.3655282364225,35,19,2
1313,8496.54253699299,71,31,0
1314,3181.103455977111,36,17,2
1315,4535.90736759272,40,15,2
1316,5400.405321058881,51,22,1
1317,6582.144726949132,65,26,3
1318,7318.991751742211,62,26,3
1319,6620.490950718401,64,26,3
1320,3618.3101393089282,37,18,2
1321,4635.116914423334,48,19,2
1322,5280.978435499451,53,20,1
1323,5089.950493845202,52,19,2
1324,4666.191824501302,49,23,1
1325,5102.462031091501,50,16,2
1326,6909.440230121497,55,23,1
1327,4533.043902192641,50,21,2
1328,8517.628639579532,89,36,0
1329,9560.748171578183,72,26,3
1330,6411.664594251256,57,22,1
1331,7407.673334534695,73,28,3
1332,7672.920878468003,63,29,3
1333,6899.323133589972,54,21,1
1334,4495.289237301115,57,24,1
1335,6764.4694139934645,78,32,3
1336,6257.572913973523,57,22,1
1337,5865.959977736318,59,25,1
1338,8958.84228103662,80,30,0
1339,9242.79905907808,84,31,0
1340,6626.487355482121,86,33,0
1341,7205.277467890317,62,22,1
1342,7101.572170650464,63,25,3
1343,8654.176754566868,92,32,0
1344,5848.235940275282,61,26,1
1345,3193.0935310939785,30,15,2
1346,5195.9162379759055,51,18,2
1347,5325.936822062118,52,22,1
1348,7442.543457773869,79,30,3
1349,8140.902486095848,72,27,3
1350,8747.373582988872,77,30,0
1351,2378.2770627511177,24,10,2
1352,5162.254289662121,43,20,2
1353,5257.515245755514,50,21,1
1354,7366.27016977525,57,23,1
1355,9308.875800845442,82,32,0
1356,7466.092827531367,80,31,0
1357,7744.514215542534,64,28,3
1358,7024.885367897861,69,26,3
1359,7367.827369291499,74,34,0
1360,8193.608651319502,84,30,0
1361,8215.509333851953,72,28,3
1362,6222.9381824317015,58,23,1
1363,6191.952946943388,81,31,3
1364,8591.619244006237,85,35,0
1365,4711.781566695048,49,21,2
1366,5941.346056761915,60,25,1
1367,6160.782327407125,66,24,1
1368,6160.533006186335,76,34,3
1369,4697.220738781568,49,19,2
1370,6183.11599924473,64,26,3
1371,3018.1205428618437,33,14,2
1372,4473.6506877226175,47,22,2
1373,7395.50532443094,66,20,1
1374,5921.5020033296005,54,21,1
1375,6715.566588488073,73,36,0
1376,8088.999611816549,84,32,0
1377,6681.354709786074,55,23,1
1378,5900.463443533781,51,23,1
1379,3971.321566852646,40,16,2
1380,5889.707694420538,56,22,1
1381,6154.819684364857,56,25,1
1382,6227.219299395649,66,24,1
1383,6109.269957857483,71,29,3
1384,5801.673935610421,49,24,1
1385,5238.526762778387,49,20,2
1386,10018.234115504956,99,42,0
1387,7341.585527592186,73,29,3
1388,6297.710807923997,54,20,1
1389,7675.823897546586,78,32,0
1390,5044.991390906876,53,20,2
1391,8314.308430193505,73,29,3
1392,6996.263407660339,67,29,3
1393,8484.306275979841,71,30,3
1394,7225.599176475004,61,26,3
1395,8564.321147734021,86,27,0
1396,4935.945298790383,48,25,1
1397,6504.091126172669,65,26,3
1398,8263.632218094675,81,33,0
1399,3820.934725381085,46,20,2
1400,9685.962356386459,87,29,0
1401,6159.122520761762,62,24,1
1402,7696.374887624294,74,27,3
1403,5684.892865348464,57,22,1
1404,7734.299262263585,67,29,3
1405,8671.96193639492,79,32,0
1406,6570.903474085639,71,27,3
1407,7345.434845733841,70,25,3
1408,6010.4229743498845,58,23,1
1409,7107.819586213734,61,23,1
1410,4477.654727942582,45,17,2
1411,10796.893088675957,96,34,0
1412,8008.646126812499,65,25,3
1413,4820.213660925235,49,20,2
1414,3307.071406177183,40,18,2
1415,6221.287992921336,64,25,1
1416,6294.791965109068,78,31,3
1417,6167.814157914962,48,18,2
1418,5724.350699760274,63,26,1
1419,6834.546948508619,68,26,3
1420,7882.026793885593,66,31,3
1421,6235.990682642146,71,30,3
1422,6314.5715602829205,59,20,1
1423,3352.5701824422918,32,14,2
1424,6626.701692828235,61,24,1
1425,7313.622727153903,70,30,3
1426,3992.6616192791,38,16,2
1427,6902.858326615528,58,27,3
1428,6314.482106176735,52,20,1
1429,4202.899510802128,48,20,2
1430,6382.208947484569,58,24,1
1431,6120.501670333873,66,26,3
1432,7928.111181044466,82,32,0
1433,6674.689249132027,65,25,3
1434,5927.024616302449,59,27,1
1435,5094.72632608752,57,24,1
1436,4114.410335223205,55,23,1
1437,8123.458196111979,72,27,3
1438,3970.3036808990373,59,20,2
1439,4916.43974743909,43,16,2
1440,6139.801511183971,70,30,3
1441,5182.848576401946,69,26,1
1442,7143.300528825314,74,28,3
1443,5612.944518055782,65,25,1
1444,6488.338079361287,58,20,1
1445,5025.56498106187,46,22,2
1446,8073.9177212279155,85,33,0
1447,4850.4395883005645,40,18,2
1448,6071.044935401298,71,28,3
1449,9426.239536723342,93,39,0
1450,3625.6789415693247,45,18,2
1451,5018.971119338448,46,21,2
1452,5545.685586160255,59,26,1
1453,6476.7244760359,60,23,1
1454,4922.462639356444,52,19,2
1455,4828.293830776802,52,22,1
1456,7407.305149762664,71,27,3
1457,4162.555759010666,51,21,2
1458,5031.8617583200485,56,24,1
1459,7516.214063903193,75,29,3
1460,5934.204363174358,61,24,1
1461,8450.925444973778,80,28,0
1462,4763.418198037872,51,20,2
1463,5854.899151415453,61,26,1
1464,7914.449718173225,70,27,3
1465,4536.365066461635,50,23,1
1466,5676.407567393902,57,23,1
1467,4030.136500508161,41,19,2
1468,5852.646568542774,52,22,1
1469,4174.490957463925,40,18,2
1470,7682.384834878821,78,31,0
1471,6048.482472574453,62,27,3
1472,5797.408316272577,62,27,1
1473,5382.090329117357,52,20,1
1474,8640.783826596275,78,35,0
1475,6811.405047967834,74,29,3
1476,3851.7705530791036,43,16,2
1477,4395.739107205217,47,19,2
1478,6319.610514835656,56,24,1
1479,5741.3589165763615,65,26,1
1480,9284.97297000752,78,30,0
1481,4132.971648963298,35,18,2
1482,5748.714055083035,57,27,1
1483,5353.014296770426,50,21,1
1484,4505.519296207884,41,17,2
1485,5187.965691423041,51,21,1
1486,4297.240096789399,35,16,2
1487,4447.908899642117,51,23,1
1488,6781.47586357773,71,29,3
1489,7384.552354137636,68,27,3
1490,5248.952119831726,50,22,1
1491,5441.5102261479,47,22,1
1492,4947.93806326476,47,21,2
1493,6094.079815676121,58,24,1
1494,7057.104826542616,55,22,1
1495,3763.6958755180863,42,17,2
1496,5823.3377015382,67,28,3
1497,7310.613228658061,75,30,3
1498,4933.462684423202,55,20,1
1499,6615.946334324282,66,27,3
1500,5909.114636548167,49,19,2
1501,4912.602077157629,42,18,2
1502,4814.464701760141,45,22,2
1503,5171.838800227205,60,24,1
1504,7245.02299422967,80,30,3
1505,5757.084161711096,58,26,1
1506,6567.054422299801,69,27,3
1507,6430.394856534966,57,24,1
1508,7134.1875649373205,61,25,3
1509,6646.941378469174,62,24,1
1510,6616.729956163015,60,23,1
1511,5082.603021564264,42,18,2
1512,6963.428852868731,67,27,3
1513,5751.040542788726,61,24,1
1514,7997.2619236757955,75,28,3
1515,10191.512479294423,85,29,0
1516,7792.593937787466,73,28,3
1517,6343.271616490482,72,28,3
1518,5006.928337321685,52,22,1
1519,5636.049144962594,58,20,1
1520,6972.694767994902,70,25,3
1521,8386.681866516641,76,33,0
1522,7483.9166871476245,80,30,3
1523,7458.568225355728,74,28,3
1524,6350.908077621973,66,30,3
1525,6787.31994014043,65,24,3
1526,4827.361067752375,52,17,2
1527,6572.5711196632365,56,23,1
1528,6909.570013397146,66,24,3
1529,6120.918183289284,63,29,3
1530,8250.731108636677,89,32,0
1531,6845.897704147949,70,29,3
1532,6441.727813776656,67,24,3
1533,7475.613590050335,64,25,3
1534,3617.810714264862,42,21,2
1535,5522.992482036574,54,22,1
1536,5890.052770406818,61,25,1
1537,6935.872549319097,62,27,3
1538,4953.824999997967,46,22,2
1539,6191.663275792166,64,23,1
1540,8118.398063239249,77,31,0
1541,9091.488484557909,85,35,0
1542,8829.587547080007,71,26,3
1543,4657.172399586277,42,14,2
1544,6318.915711801133,69,28,3
1545,8836.416202071718,77,30,0
1546,7893.16182694322,70,31,3
1547,7404.974083900479,62,21,1
1548,7244.2928498117135,64,25,3
1549,4971.218154750034,44,16,2
1550,5785.222929701374,54,21,1
1551,6092.045277476943,61,23,1
1552,6913.482054179491,59,24,1
1553,6760.9884100383715,60,24,1
1554,9250.798056414336,89,29,0
1555,7568.258911172701,86,34,0
1556,6751.95671997081,76,32,3
1557,6007.960341226975,59,22,1
1558,6174.832870833343,65,24,1
1559,7549.8857928675625,77,30,3
1560,7872.341294418172,81,31,0
1561,4803.949502599748,44,23,2
1562,5702.717897740778,56,24,1
1563,5923.803015846534,60,22,1
1564,4232.135260978406,43,20,2
1565,8567.13475131106,78,32,0
1566,5352.96956146763,51,24,1
1567,7978.99302865152,74,30,3
1568,6785.906320365011,78,28,3
1569,7857.70573836484,67,27,3
1570,4601.349944308462,54,21,1
1571,4994.653523074167,58,23,1
1572,5820.919824174254,52,20,1
1573,5214.438538007341,50,21,1
1574,11788.94125587958,102,41,0
1575,5612.054085563307,61,27,1
1576,5311.404032391157,44,17,2
1577,5366.210598562623,49,22,1
1578,7683.055075606469,72,32,3
1579,7634.2297485332265,73,28,3
1580,7390.494458195401,67,31,3
1581,8131.089056496984,77,28,3
1582,5512.73374515501,61,21,1
1583,5730.59900222386,65,26,1
1584,6869.720037780452,58,25,1
1585,7643.002246489081,60,23,3
1586,5310.234387439371,51,23,1
1587,9104.445187001897,81,33,0
1588,4026.894449916226,45,17,2
1589,5285.798352514756,54,24,1
1590,4227.013628917877,43,18,2
1591,8344.447636657495,86,32,0
1592,7633.594265266027,72,30,3
1593,7502.651841756144,71,28,3
1594,6754.969937982637,68,25,3
1595,5550.654694478116,68,30,3
1596,3728.682501949662,45,20,2
1597,7766.98937440655,63,25,3
1598,7706.214967093316,67,27,3
1599,7022.3921636973855,65,26,3
1600,8094.516960177609,83,33,0
1601,8042.4409013743925,66,26,3
1602,6351.342837935477,54,24,1
1603,5902.834462756216,57,23,1
1604,6341.661680148444,62,24,1
1605,7470.792806409657,83,31,0
1606,6597.64989467088,60,21,1
1607,6204.488005661177,64,25,1
1608,6326.146752918525,55,20,1
1609,8480.405789721104,74,29,3
1610,5998.971548437601,61,21,1
1611,6200.863102897155,62,26,1
1612,5982.98836120199,54,23,1
1613,8243.686520242398,76,31,0
1614,6948.61781224045,65,29,3
1615,5536.98445144121,79,32,3
1616,7399.068217142071,63,27,3
1617,10487.719368220083,98,38,0
1618,5735.940080068055,58,27,1
1619,5736.06596983597,63,29,3
1620,9520.67881372316,77,31,0
1621,4669.639505731948,48,20,2
1622,7484.191534085071,63,25,3
1623,9366.2907798261,91,36,0
1624,3878.2967165288924,44,17,2
1625,5322.130049248418,50,21,1
1626,5618.500038429645,73,28,3
1627,6838.634365789929,73,28,3
1628,7063.099947243487,66,25,3
1629,9321.840305007525,86,31,0
1630,4212.060692126183,46,21,2
1631,7265.9345947593865,76,26,3
1632,6307.930939897734,52,23,1
1633,6102.5800422082,65,27,3
1634,7939.197897593598,71,24,3
1635,4855.021296817558,50,18,2
1636,6748.350699787443,67,30,3
1637,6884.600478501319,68,27,3
1638,8824.229534954076,76,30,0
1639,5984.897483837436,49,21,1
1640,5082.736814545923,52,24,1
1641,7821.722219954706,66,23,3
1642,2676.508415992089,40,18,2
1643,6841.49481660033,64,23,1
1644,3433.4158912023354,32,15,2
1645,8379.41023538811,89,36,0
1646,6254.820073362152,61,23,1
1647,7233.388388939355,75,28,3
1648,6264.421442574531,70,26,3
1649,3970.7041838231817,45,21,2
1650,5917.668293185582,57,20,1
1651,5321.4585928559745,58,23,1
1652,5342.504830417923,54,22,1
1653,7430.008486180796,65,26,3
1654,7106.355927083576,69,26,3
1655,3810.647249588525,42,17,2
1656,8158.742409135938,77,30,0
1657,5093.26113091152,66,25,1
1658,6236.999565853244,62,29,3
1659,8611.094201231137,63,25,3
1660,9084.194969427343,89,32,0
1661,8669.246830419577,79,31,0
1662,4361.984290136378,41,20,2
1663,7493.877668098516,58,23,1
1664,5018.933198194142,58,28,1
1665,5430.58468804845,65,28,3
1666,5327.5135313585615,54,22,1
1667,3948.332669253444,42,21,2
1668,4505.395490186183,48,23,2
1669,3831.3187198649457,49,21,2
1670,6933.68380480544,58,23,1
1671,5906.699194108857,63,25,1
1672,4670.657911544635,45,24,2
1673,7168.125752770069,57,23,1
1674,4334.684787502753,51,19,2
1675,6713.952397085085,66,29,3
1676,5323.780448116149,53,22,1
1677,6807.160311934885,70,23,3
1678,5998.755860042704,69,27,3
1679,5662.573345707502,56,21,1
1680,5724.559302229873,66,26,1
1681,4611.200548942457,42,20,2
1682,6712.268172054367,52,24,1
1683,5431.737170451118,51,21,1
1684,10079.038953217716,96,37,0
1685,6695.357407417137,80,30,3
1686,6084.45770026965,59,27,1
1687,5187.348467168683,47,21,2
1688,5797.821504146636,49,20,1
1689,6009.714257018528,68,26,3
1690,7702.816776725457,67,27,3
1691,3896.595629146874,46,19,2
1692,3930.1091861383,41,19,2
1693,5807.799405347558,67,27,3
1694,5552.77710033814,58,21,1
1695,4065.5220862128103,47,19,2
1696,3987.512335023902,43,16,2
1697,7050.060929874473,61,22,1
1698,5781.499380615375,48,19,2
1699,4614.605089858484,52,25,1
1700,6338.968344452202,68,24,3
1701,4763.405777383778,43,22,2
1702,8970.512343630946,75,30,0
1703,5957.687398263447,55,24,1
1704,5345.390950193535,56,23,1
1705,9084.70607095367,78,26,0
1706,6157.537555618249,65,23,1
1707,6392.573242300237,64,25,1
1708,3728.05582781588,41,18,2
1709,7843.292961585667,77,31,0
1710,5662.631264160803,65,29,3
1711,4307.155892302658,49,20,2
1712,5781.668957572696,64,25,1
1713,4453.606612827756,53,22,1
1714,6240.29995797892,62,25,1
1715,4311.201840184388,47,21,2
1716,6558.579559692779,59,26,1
1717,4956.826170354724,48,20,2
1718,6848.637456293598,68,27,3
1719,8489.956731163853,73,29,3
1720,4994.836197779203,49,19,2
1721,6454.219447435029,65,24,1
1722,6747.1934313877555,53,23,1
1723,7004.44295263441,63,26,3
1724,8552.968253365032,77,34,0
1725,4109.489775021032,41,21,2
1726,10443.191081726283,79,31,0
1727,7234.213685309401,66,25,3
1728,6072.968968564572,60,22,1
1729,6772.851548534234,65,26,3
1730,7991.702496499503,69,26,3
1731,4096.113675193781,44,19,2
1732,7927.435870306475,67,26,3
1733,4858.899957841203,54,21,1
1734,4420.060972912869,43,19,2
1735,6251.360409965083,57,24,1
1736,5329.852609114353,58,25,1
1737,8591.655933914211,82,31,0
1738,6743.282107823662,57,23,1
1739,6847.410190319009,63,25,3
1740,7282.245977621733,68,27,3
1741,10349.341508013873,112,40,0
1742,7529.016677472,88,30,0
1743,10364.080465882998,118,44,0
1744,6761.271772063837,68,26,3
1745,8739.167482409275,71,28,3
1746,5848.693174714854,59,26,1
1747,5435.996957723963,47,18,2
1748,6419.699342892241,55,21,1
1749,6302.957237579602,67,26,3
1750,6250.864398528922,66,25,3
1751,5286.017536110947,47,20,2
1752,4504.378457667796,65,22,1
1753,7927.302050287479,81,30,0
1754,4718.246944476136,55,22,1
1755,5574.417835083959,55,22,1
1756,8919.714880249543,86,29,0
1757,9511.975237533574,87,33,0
1758,5560.071387801291,54,25,1
1759,6595.553863876299,62,22,1
1760,7635.489910591793,69,28,3
1761,9283.90093996844,85,34,0
1762,7451.064667549428,71,28,3
1763,3820.2210083617174,51,20,2
1764,5817.417674348018,62,23,1
1765,6234.06215857981,63,27,3
1766,7774.976353918887,77,30,3
1767,6535.292385500892,56,22,1
1768,7411.576986823791,69,28,3
1769,7221.374635142308,73,34,0
1770,8241.056671619535,77,30,0
1771,7230.348741243426,71,27,3
1772,7156.419865094932,74,28,3
1773,7430.919360222678,69,25,3
1774,5997.228097185402,61,25,1
1775,4758.166134121856,52,23,1
1776,5474.419437249053,56,23,1
1777,9401.241158563585,74,26,3
1778,7669.991569947903,65,26,3
1779,5083.2936894571585,46,19,2
1780,7114.327139352087,68,26,3
1781,3623.9326785232433,41,19,2
1782,7214.233565941458,65,30,3
1783,7850.323823587912,72,26,3
1784,5156.1651480473765,65,23,1
1785,7825.864800849589,70,31,3
1786,6343.4469974221165,68,30,3
1787,4758.884274105244,52,23,1
1788,5112.763488444347,43,19,2
1789,7080.263323887381,71,29,3
1790,5583.503391977018,55,22,1
1791,10458.412117247972,86,36,0
1792,6984.403623533903,60,26,3
1793,8897.386646197705,77,29,0
1794,7008.773874334507,67,27,3
1795,7500.411288141098,73,27,3
1796,4613.300090142495,50,19,2
1797,11599.612258692667,99,39,0
1798,4029.6041838580213,49,20,2
1799,6094.15796272449,55,21,1
1800,5858.078715222074,74,28,3
1801,4864.4039874308855,48,19,2
1802,6280.738911718586,71,23,3
1803,8220.76681764854,93,36,0
1804,7661.561841392013,71,31,3
1805,7161.42797352314,71,27,3
1806,7116.734532264468,66,25,3
1807,4289.879378297178,42,17,2
1808,6886.881619866987,70,28,3
1809,6531.850508979077,66,24,3
1810,7337.344111524628,74,31,3
1811,4419.286215787208,43,20,2
1812,6950.059799914557,67,24,3
1813,6735.834060695052,72,27,3
1814,7059.485703668335,71,26,3
